detected_at,season,round,team,player,severity,flag_type,reason,source_name,source_url,next_game,opponent,kickoff_local,market_note
2026-05-05T05:53:04.614660+00:00,2026,10,Gold Coast Titans,Brock Gray,HIGH,INJURY,"Brock Gray (ACL, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Sydney Roosters,2026-05-08T18:00:00+10:00,Gold Coast Titans negative injury flag: Brock Gray. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Manly-Warringah Sea Eagles,Jamal Fogarty,HIGH,WATCH,"Jamal Fogarty (groin, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Brisbane Broncos,2026-05-09T19:35:00+10:00,Manly-Warringah Sea Eagles negative watch flag: Jamal Fogarty. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Manly-Warringah Sea Eagles,Tom Trbojevic,HIGH,WATCH,"Tom Trbojevic (hamstring, Round 13-15)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Brisbane Broncos,2026-05-09T19:35:00+10:00,Manly-Warringah Sea Eagles negative watch flag: Tom Trbojevic. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Melbourne Storm,Jahrome Hughes,HIGH,HIA,"Jahrome Hughes (concussion, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Wests Tigers,2026-05-10T14:00:00+10:00,Melbourne Storm negative hia flag: Jahrome Hughes. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Parramatta Eels,J'maine Hopgood,HIGH,INJURY,"J'maine Hopgood (ACL, 2027)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,North Queensland Cowboys,2026-05-08T20:00:00+10:00,Parramatta Eels negative injury flag: J'maine Hopgood. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Parramatta Eels,Matt Doorey,HIGH,INJURY,"Matt Doorey (ACL, 2027)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,North Queensland Cowboys,2026-05-08T20:00:00+10:00,Parramatta Eels negative injury flag: Matt Doorey. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,South Sydney Rabbitohs,David Fifita,HIGH,WATCH,"David Fifita (hamstring, Round 12)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,Cronulla-Sutherland Sharks,2026-05-09T17:30:00+10:00,South Sydney Rabbitohs negative watch flag: David Fifita. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
2026-05-05T05:53:04.614660+00:00,2026,10,South Sydney Rabbitohs,Isaiah Tass,HIGH,INJURY,"Isaiah Tass (ACL,TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,Cronulla-Sutherland Sharks,2026-05-09T17:30:00+10:00,South Sydney Rabbitohs negative injury flag: Isaiah Tass. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Luciano Leilua,HIGH,SUSPENSION,"Luciano Leilua (suspended, Round 11)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative suspension flag: Luciano Leilua. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Jaydn Su'A,HIGH,SUSPENSION,"Jaydn Su'A (suspended, Round 12)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative suspension flag: Jaydn Su'A. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,St. George Illawarra Dragons,Connor Muhleisen,HIGH,INJURY,"Connor Muhleisen (ACL, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,Newcastle Knights,2026-05-09T15:00:00+10:00,St. George Illawarra Dragons negative injury flag: Connor Muhleisen. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Taylor Losalu,HIGH,SUSPENSION,"Taylor Losalu (NSW Cup suspension, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative suspension flag: Taylor Losalu. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Wests Tigers,Api Koroisau,HIGH,SUSPENSION,"Api Koroisau (suspended, Round 13)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Melbourne Storm,2026-05-10T14:00:00+10:00,Wests Tigers negative suspension flag: Api Koroisau. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Brisbane Broncos,Kotoni Staggs,HIGH,SUSPENSION,"Kotoni Staggs (Round 9, Dangerous Contact – suspended 2 games)",NRL Judiciary Report,https://www.nrl.com/news/2026/01/01/nrl-judiciary-report-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Manly-Warringah Sea Eagles,2026-05-09T19:35:00+10:00,Brisbane Broncos negative suspension flag: Kotoni Staggs. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Newcastle Knights,Daniel Saifiti,HIGH,SUSPENSION,"Daniel Saifiti (Round 10, Careless High Tackle – suspended 1 game)",NRL Judiciary Report,https://www.nrl.com/news/2026/01/01/nrl-judiciary-report-2026/,St. George Illawarra Dragons v Newcastle Knights,St. George Illawarra Dragons,2026-05-09T15:00:00+10:00,Newcastle Knights negative suspension flag: Daniel Saifiti. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Sydney Roosters,Sandon Smith,HIGH,SUSPENSION,"Sandon Smith (Round 10, Dangerous Contact – suspended 1 match)",NRL Judiciary Report,https://www.nrl.com/news/2026/01/01/nrl-judiciary-report-2026/,Sydney Roosters v Gold Coast Titans,Gold Coast Titans,2026-05-08T18:00:00+10:00,Sydney Roosters negative suspension flag: Sandon Smith. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Wests Tigers,Isaiah Papali'i,HIGH,SUSPENSION,"Isaiah Papali'i (Round 10, Dangerous Contact Tripping – suspended 1 game)",NRL Judiciary Report,https://www.nrl.com/news/2026/01/01/nrl-judiciary-report-2026/,Melbourne Storm v Wests Tigers,Melbourne Storm,2026-05-10T14:00:00+10:00,Wests Tigers negative suspension flag: Isaiah Papali'i. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Gold Coast Titans,Corporate Hospitality Captain's,HIGH,WATCH,2026 Corporate Hospitality Captain's Run,Gold Coast Titans News,https://www.titans.com.au/news/,Sydney Roosters v Gold Coast Titans,Sydney Roosters,2026-05-08T18:00:00+10:00,Gold Coast Titans negative watch flag: Corporate Hospitality Captain's. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Brisbane Broncos,Josiah Karapani,MEDIUM,AVAILABILITY,"Josiah Karapani (foot, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Manly-Warringah Sea Eagles,2026-05-09T19:35:00+10:00,Brisbane Broncos negative availability flag: Josiah Karapani. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Brisbane Broncos,Deine Mariner,MEDIUM,AVAILABILITY,"Deine Mariner (thigh, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Manly-Warringah Sea Eagles,2026-05-09T19:35:00+10:00,Brisbane Broncos negative availability flag: Deine Mariner. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Brisbane Broncos,Brendan Piakura,MEDIUM,AVAILABILITY,"Brendan Piakura (knee, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Manly-Warringah Sea Eagles,2026-05-09T19:35:00+10:00,Brisbane Broncos negative availability flag: Brendan Piakura. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Brisbane Broncos,Corey Jensen,MEDIUM,AVAILABILITY,"Corey Jensen (pulmonary embolism, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Manly-Warringah Sea Eagles,2026-05-09T19:35:00+10:00,Brisbane Broncos negative availability flag: Corey Jensen. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canberra Raiders,Ethan Strange,MEDIUM,AVAILABILITY,"Ethan Strange (ankle, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Canberra Raiders v Penrith Panthers,Penrith Panthers,2026-05-10T16:05:00+10:00,Canberra Raiders negative availability flag: Ethan Strange. Watch Canberra Raiders v Penrith Panthers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canberra Raiders,Zac Hosking,MEDIUM,HIA,"Zac Hosking (concussion, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Canberra Raiders v Penrith Panthers,Penrith Panthers,2026-05-10T16:05:00+10:00,Canberra Raiders negative hia flag: Zac Hosking. Watch Canberra Raiders v Penrith Panthers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canberra Raiders,Noah Martin,MEDIUM,AVAILABILITY,"Noah Martin (ankle, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Canberra Raiders v Penrith Panthers,Penrith Panthers,2026-05-10T16:05:00+10:00,Canberra Raiders negative availability flag: Noah Martin. Watch Canberra Raiders v Penrith Panthers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canberra Raiders,Matty Nicholson,MEDIUM,AVAILABILITY,"Matty Nicholson (shoulder, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Canberra Raiders v Penrith Panthers,Penrith Panthers,2026-05-10T16:05:00+10:00,Canberra Raiders negative availability flag: Matty Nicholson. Watch Canberra Raiders v Penrith Panthers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canterbury-Bankstown Bulldogs,Max King,MEDIUM,AVAILABILITY,"Max King (jaw, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Dolphins,2026-05-07T19:50:00+10:00,Canterbury-Bankstown Bulldogs negative availability flag: Max King. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canterbury-Bankstown Bulldogs,Jacob Kiraz,MEDIUM,WATCH,"Jacob Kiraz (knee, Round 12)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Dolphins,2026-05-07T19:50:00+10:00,Canterbury-Bankstown Bulldogs negative watch flag: Jacob Kiraz. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canterbury-Bankstown Bulldogs,Mitchell Woods,MEDIUM,AVAILABILITY,"Mitchell Woods (hamstring, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Dolphins,2026-05-07T19:50:00+10:00,Canterbury-Bankstown Bulldogs negative availability flag: Mitchell Woods. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canterbury-Bankstown Bulldogs,Kurt Mann,MEDIUM,HIA,"Kurt Mann (head knock, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Dolphins,2026-05-07T19:50:00+10:00,Canterbury-Bankstown Bulldogs negative hia flag: Kurt Mann. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Canterbury-Bankstown Bulldogs,Jake Turpin,MEDIUM,AVAILABILITY,"Jake Turpin (biceps, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Dolphins,2026-05-07T19:50:00+10:00,Canterbury-Bankstown Bulldogs negative availability flag: Jake Turpin. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Cronulla-Sutherland Sharks,Jesse Ramien,MEDIUM,WATCH,"Jesse Ramien (knee, Round 10-11)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,South Sydney Rabbitohs,2026-05-09T17:30:00+10:00,Cronulla-Sutherland Sharks negative watch flag: Jesse Ramien. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Dolphins,Jeremy Marshall-King,MEDIUM,WATCH,"Jeremy Marshall-King (knee, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Dolphins v Canterbury-Bankstown Bulldogs,Canterbury-Bankstown Bulldogs,2026-05-07T19:50:00+10:00,Dolphins negative watch flag: Jeremy Marshall-King. Watch Dolphins v Canterbury-Bankstown Bulldogs odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Gold Coast Titans,Tuki Simpkins,MEDIUM,WATCH,"Tuki Simpkins (knee, Round 12)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Sydney Roosters,2026-05-08T18:00:00+10:00,Gold Coast Titans negative watch flag: Tuki Simpkins. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Gold Coast Titans,Jaimin Jolliffe,MEDIUM,WATCH,"Jaimin Jolliffe (knee, 2027)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Sydney Roosters v Gold Coast Titans,Sydney Roosters,2026-05-08T18:00:00+10:00,Gold Coast Titans negative watch flag: Jaimin Jolliffe. Watch Sydney Roosters v Gold Coast Titans odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Manly-Warringah Sea Eagles,Kobe Hetherington,MEDIUM,HIA,"Kobe Hetherington (head knock, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Manly-Warringah Sea Eagles v Brisbane Broncos,Brisbane Broncos,2026-05-09T19:35:00+10:00,Manly-Warringah Sea Eagles negative hia flag: Kobe Hetherington. Watch Manly-Warringah Sea Eagles v Brisbane Broncos odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Melbourne Storm,Alec MacDonald,MEDIUM,AVAILABILITY,"Alec MacDonald (hamstring, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Wests Tigers,2026-05-10T14:00:00+10:00,Melbourne Storm negative availability flag: Alec MacDonald. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Melbourne Storm,Marion Seve,MEDIUM,AVAILABILITY,"Marion Seve (triceps, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Wests Tigers,2026-05-10T14:00:00+10:00,Melbourne Storm negative availability flag: Marion Seve. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Melbourne Storm,Tui Kamikamica,MEDIUM,AVAILABILITY,"Tui Kamikamica (medical episode, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Melbourne Storm v Wests Tigers,Wests Tigers,2026-05-10T14:00:00+10:00,Melbourne Storm negative availability flag: Tui Kamikamica. Watch Melbourne Storm v Wests Tigers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Newcastle Knights,Thomas Cant,MEDIUM,WATCH,"Thomas Cant (calf, Round 10)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,St. George Illawarra Dragons v Newcastle Knights,St. George Illawarra Dragons,2026-05-09T15:00:00+10:00,Newcastle Knights negative watch flag: Thomas Cant. Watch St. George Illawarra Dragons v Newcastle Knights odds.
2026-05-05T05:53:04.614660+00:00,2026,10,North Queensland Cowboys,Murray Taulagi,MEDIUM,HIA,"Murray Taulagi (concussion, Round 12-13)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,Parramatta Eels,2026-05-08T20:00:00+10:00,North Queensland Cowboys negative hia flag: Murray Taulagi. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,North Queensland Cowboys,John Bateman,MEDIUM,AVAILABILITY,"John Bateman (wrist / foot, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,Parramatta Eels,2026-05-08T20:00:00+10:00,North Queensland Cowboys negative availability flag: John Bateman. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Parramatta Eels,Ryley Smith,MEDIUM,AVAILABILITY,"Ryley Smith (sternum, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,North Queensland Cowboys,2026-05-08T20:00:00+10:00,Parramatta Eels negative availability flag: Ryley Smith. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Parramatta Eels,Bailey Simonsson,MEDIUM,AVAILABILITY,"Bailey Simonsson (ankle, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,North Queensland Cowboys v Parramatta Eels,North Queensland Cowboys,2026-05-08T20:00:00+10:00,Parramatta Eels negative availability flag: Bailey Simonsson. Watch North Queensland Cowboys v Parramatta Eels odds.
2026-05-05T05:53:04.614660+00:00,2026,10,Penrith Panthers,Liam Martin,MEDIUM,AVAILABILITY,"Liam Martin (knee, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,Canberra Raiders v Penrith Panthers,Canberra Raiders,2026-05-10T16:05:00+10:00,Penrith Panthers negative availability flag: Liam Martin. Watch Canberra Raiders v Penrith Panthers odds.
2026-05-05T05:53:04.614660+00:00,2026,10,South Sydney Rabbitohs,Jack Wighton,MEDIUM,AVAILABILITY,"Jack Wighton (arm, TBC)",NRL Casualty Ward,https://www.nrl.com/news/2026/01/01/nrl-casualty-ward-how-your-club-is-shaping-heading-into-2026/,South Sydney Rabbitohs v Cronulla-Sutherland Sharks,Cronulla-Sutherland Sharks,2026-05-09T17:30:00+10:00,South Sydney Rabbitohs negative availability flag: Jack Wighton. Watch South Sydney Rabbitohs v Cronulla-Sutherland Sharks odds.
