season,date,home_team,away_team,venue,is_final,split,home_elo,away_elo,elo_diff,elo_win_prob,home_rest_days,away_rest_days,rest_diff,home_travel_km,away_travel_km,travel_diff_km,home_win_pct,home_avg_margin,home_last_margin,home_form_games,home_off_big_win,home_off_big_loss,home_win_streak,home_loss_streak,away_win_pct,away_avg_margin,away_last_margin,away_form_games,away_off_big_win,away_off_big_loss,away_win_streak,away_loss_streak,form_win_pct_diff,form_margin_diff,venue_games,venue_avg_total,venue_home_win_pct,h2h_home_open,h2h_away_open,h2h_home_close,h2h_away_close,mkt_home_prob_open,home_line_open,home_line_close,total_open,total_close,home_score,away_score,home_margin,total_score,home_win
2009,2009-07-04,Richmond Tigers,Adelaide Crows,People First Stadium,0,train,1449.87,1515.61,-65.74,0.4989,6,7,-1,1343.8,1598.0,-254.2,0.0,-56.0,-56,1,0,1,0,1,1.0,16.0,16,1,0,0,1,0,-1.0,-72.0,0,,,,,,,,,,,,85,102,-17,187,0
2009,2009-07-05,Sydney Swans,North Melbourne Kangaroos,SCG,0,train,1447.14,1464.37,-17.23,0.5683,8,7,1,2.9,712.9,-710.0,0.0,-19.5,-16,2,0,0,0,2,0.0,-22.0,-22,1,0,0,0,1,0.0,2.5,0,,,,,,,,,,,,100,85,15,185,1
2009,2009-07-05,Fremantle Dockers,Carlton Blues,Domain Stadium,0,train,1430.19,1458.16,-27.97,0.5531,8,9,-1,2.4,2723.7,-2721.3,0.0,-51.5,-84,2,0,1,0,2,0.0,-69.0,-69,1,0,1,0,1,0.0,17.5,2,181.5,0.5,,,,,,,,,,100,115,-15,215,0
2009,2009-07-05,St Kilda Saints,Geelong Cats,Marvel Stadium,0,train,1550.13,1564.74,-14.62,0.572,7,7,0,1.4,63.3,-61.9,1.0,56.0,56,1,1,0,1,0,1.0,26.5,34,2,0,0,2,0,0.0,29.5,3,173.3,1.0,,,,,,,,,,91,85,6,176,1
2009,2009-07-10,Western Bulldogs,Collingwood Magpies,Marvel Stadium,0,train,1576.24,1617.38,-41.14,0.5343,6,7,-1,1.4,1.4,0.0,1.0,55.0,88,2,1,0,2,0,1.0,47.33,35,3,0,0,3,0,0.0,7.67,4,174.0,1.0,,,,,,,,,,110,111,-1,221,0
2009,2009-07-11,Carlton Blues,Richmond Tigers,MCG,0,train,1480.84,1426.69,54.15,0.6651,6,7,-1,1.9,1.9,0.0,0.5,-27.0,15,2,0,0,1,0,0.0,-36.5,-17,2,0,0,0,2,0.5,9.5,5,204.8,0.8,,,,,,,,,,109,89,20,198,1
2009,2009-07-11,Sydney Swans,Essendon Bombers,SCG,0,train,1464.84,1550.87,-86.03,0.4698,6,8,-2,2.9,712.9,-710.0,0.333,-8.0,15,3,0,0,1,0,0.667,27.33,-35,3,0,0,0,1,-0.333,-35.33,1,185.0,1.0,,,,,,,,,,72,107,-35,179,0
2009,2009-07-11,Adelaide Crows,Fremantle Dockers,AAMI Stadium,0,train,1538.8,1407.51,131.28,0.7558,7,6,1,10.1,2121.8,-2111.8,1.0,16.5,17,2,0,0,2,0,0.0,-39.33,-15,3,0,0,0,3,1.0,55.83,2,181.0,1.0,,,,,,,,,,130,13,117,143,1
2009,2009-07-11,Brisbane Lions,Geelong Cats,Gabba,0,train,1478.42,1557.72,-79.3,0.4794,7,6,1,2.2,1434.9,-1432.7,0.5,3.5,-48,2,0,1,0,1,0.667,15.67,-6,3,0,0,0,1,-0.167,-12.17,1,167.0,1.0,,,,,,,,,,108,65,43,173,1
2009,2009-07-12,West Coast Eagles,St Kilda Saints,Domain Stadium,0,train,1491.1,1557.15,-66.05,0.4985,8,7,1,2.4,2723.7,-2721.3,0.5,0.0,-20,2,0,0,0,1,1.0,31.0,6,2,0,0,2,0,-0.5,-31.0,3,192.7,0.333,,,,,,,,,,70,90,-20,160,0
2009,2009-07-12,Hawthorn Hawks,North Melbourne Kangaroos,UTAS Stadium,0,train,1437.11,1446.67,-9.56,0.5791,8,7,1,443.2,443.2,0.0,0.0,-54.0,-88,2,0,1,0,2,0.0,-18.5,-15,2,0,0,0,2,0.0,-35.5,0,,,,,,,,,,,,73,64,9,137,1
2009,2009-07-12,Melbourne Demons,Port Adelaide Power,MCG,0,train,1439.22,1529.44,-90.22,0.4638,8,8,0,1.9,655.5,-653.5,0.333,-27.67,20,3,0,0,1,0,0.5,7.0,48,2,1,0,1,0,-0.167,-34.67,6,203.7,0.833,,,,,,,,,,101,90,11,191,1
2009,2009-07-17,Essendon Bombers,Western Bulldogs,Marvel Stadium,0,train,1595.82,1574.78,21.04,0.6214,6,7,-1,1.4,1.4,0.0,0.75,29.25,35,4,0,0,1,0,0.667,36.33,-1,3,0,0,0,1,0.083,-7.08,5,183.4,0.8,,,,,,,,,,70,103,-33,173,0
2009,2009-07-18,Geelong Cats,Melbourne Demons,GMHBA Stadium,0,train,1496.54,1455.34,41.2,0.6482,7,6,1,0.8,65.5,-64.6,0.5,1.0,-43,4,0,1,0,2,0.5,-18.0,11,4,0,0,2,0,0.0,19.0,1,210.0,1.0,,,,,,,,,,117,71,46,188,1
2009,2009-07-18,Carlton Blues,Sydney Swans,Marvel Stadium,0,train,1499.15,1419.9,79.25,0.6964,7,7,0,1.4,714.7,-713.3,0.667,-11.33,20,3,0,0,2,0,0.25,-14.75,-35,4,0,0,0,1,0.417,3.42,6,181.7,0.667,,,,,,,,,,124,63,61,187,1
2009,2009-07-18,Fremantle Dockers,Brisbane Lions,Domain Stadium,0,train,1377.48,1539.61,-162.13,0.3638,7,7,0,2.4,3608.5,-3606.1,0.0,-58.75,-117,4,0,1,0,4,0.667,16.67,43,3,1,0,1,0,-0.667,-75.42,4,184.5,0.25,,,,,,,,,,47,62,-15,109,0
2009,2009-07-18,Collingwood Magpies,Hawthorn Hawks,MCG,0,train,1618.84,1447.47,171.37,0.7959,8,6,2,1.9,1.9,0.0,1.0,35.75,1,4,0,0,4,0,0.333,-33.0,9,3,0,0,1,0,0.667,68.75,7,201.9,0.857,,,,,,,,,,76,121,-45,197,0
2009,2009-07-19,Port Adelaide Power,West Coast Eagles,AAMI Stadium,0,train,1513.32,1463.85,49.47,0.659,7,7,0,10.1,2121.8,-2111.8,0.333,1.0,-11,3,0,0,0,1,0.333,-6.67,-20,3,0,0,0,2,0.0,7.67,3,168.3,1.0,,,,,,,,,,112,76,36,188,1
2009,2009-07-19,Richmond Tigers,North Melbourne Kangaroos,MCG,0,train,1408.38,1436.32,-27.94,0.5531,8,7,1,1.9,1.9,0.0,0.0,-31.0,-20,3,0,0,0,3,0.0,-15.33,-9,3,0,0,0,3,0.0,-15.67,8,201.2,0.75,,,,,,,,,,85,85,0,170,0
2009,2009-07-19,St Kilda Saints,Adelaide Crows,Marvel Stadium,0,train,1584.4,1568.83,15.57,0.6139,7,8,-1,1.4,652.5,-651.1,1.0,27.33,20,3,0,0,3,0,1.0,50.0,117,3,1,0,3,0,0.0,-22.67,7,182.4,0.714,,,,,,,,,,105,48,57,153,1
2009,2009-07-24,Carlton Blues,Collingwood Magpies,MCG,0,train,1531.94,1532.88,-0.95,0.5912,6,6,0,1.9,1.9,0.0,0.75,6.75,61,4,1,0,3,0,0.8,19.6,-45,5,0,1,0,1,-0.05,-12.85,9,197.8,0.667,,,,,,,,,,40,94,-54,134,0
2009,2009-07-25,Geelong Cats,Hawthorn Hawks,MCG,0,train,1529.25,1533.42,-4.17,0.5867,7,7,0,65.7,1.9,63.8,0.6,10.0,46,5,1,0,1,0,0.5,-13.5,45,4,1,0,2,0,0.1,23.5,10,191.4,0.6,,,,,,,,,,99,98,1,197,1
2009,2009-07-25,Fremantle Dockers,West Coast Eagles,Domain Stadium,0,train,1364.38,1430.29,-65.91,0.4987,7,6,1,2.4,2.4,0.0,0.0,-50.0,-15,5,0,0,0,5,0.25,-14.0,-36,4,0,0,0,3,-0.25,-36.0,5,169.4,0.2,,,,,,,,,,71,66,5,137,1
2009,2009-07-25,Brisbane Lions,North Melbourne Kangaroos,Gabba,0,train,1552.7,1436.32,116.38,0.7396,7,6,1,2.2,1373.6,-1371.4,0.75,16.25,15,4,0,0,2,0,0.0,-11.5,0,4,0,0,0,4,0.75,27.75,2,170.0,1.0,,,,,,,,,,116,75,41,191,1
2009,2009-07-25,St Kilda Saints,Western Bulldogs,Marvel Stadium,0,train,1631.89,1623.99,7.9,0.6034,6,8,-2,1.4,1.4,0.0,1.0,34.75,57,4,1,0,4,0,0.75,35.5,33,4,0,0,1,0,0.25,-0.75,8,178.8,0.75,,,,,,,,,,106,61,45,167,1
2009,2009-07-26,Melbourne Demons,Sydney Swans,Manuka Oval,0,train,1422.63,1387.12,35.51,0.6407,8,8,0,464.7,248.8,215.9,0.4,-23.6,-46,5,0,1,0,1,0.2,-24.0,-61,5,0,1,0,2,0.2,0.4,0,,,,,,,,,,,,50,68,-18,118,0
2009,2009-07-26,Essendon Bombers,Richmond Tigers,MCG,0,train,1546.6,1408.38,138.23,0.7631,9,7,2,1.9,1.9,0.0,0.6,16.8,-33,5,0,0,0,1,0.0,-23.25,0,4,0,0,0,4,0.6,40.05,11,191.9,0.636,,,,,,,,,,96,101,-5,197,0
2009,2009-07-26,Adelaide Crows,Port Adelaide Power,AAMI Stadium,0,train,1521.34,1546.87,-25.53,0.5566,7,7,0,10.1,10.1,0.0,0.75,23.25,-57,4,0,1,0,1,0.5,9.75,36,4,0,0,1,0,0.25,13.5,4,173.2,1.0,,,,,,,,,,132,62,70,194,1
2009,2009-07-31,North Melbourne Kangaroos,Carlton Blues,Marvel Stadium,0,train,1414.26,1476.96,-62.7,0.5033,6,7,-1,1.4,1.4,0.0,0.0,-17.4,-41,5,0,1,0,5,0.6,-5.4,-54,5,0,1,0,1,-0.6,-12.0,9,177.4,0.778,,,,,,,,,,84,94,-10,178,0
2009,2009-08-01,Western Bulldogs,Fremantle Dockers,Marvel Stadium,0,train,1587.1,1369.56,217.54,0.8357,7,7,0,1.4,2720.2,-2718.8,0.6,19.4,-45,5,0,1,0,1,0.2,-45.2,5,5,0,0,1,0,0.4,64.6,10,177.5,0.7,,,,,,,,,,111,80,31,191,1
2009,2009-08-01,Geelong Cats,Adelaide Crows,GMHBA Stadium,0,train,1530.11,1562.58,-32.47,0.5467,7,6,1,0.8,626.7,-625.9,0.6,6.4,1,5,0,0,2,0,0.8,32.6,70,5,1,0,1,0,-0.2,-26.2,2,199.0,1.0,,,,,,,,,,93,91,2,184,1
2009,2009-08-01,Collingwood Magpies,Brisbane Lions,MCG,0,train,1587.86,1574.76,13.1,0.6105,8,7,1,1.9,1374.0,-1372.0,0.8,25.8,54,5,1,0,1,0,0.8,21.2,41,5,1,0,3,0,0.0,4.6,12,192.3,0.583,,,,,,,,,,95,55,40,150,1
2009,2009-08-01,Sydney Swans,St Kilda Saints,SCG,0,train,1410.95,1668.77,-257.82,0.2479,6,7,-1,2.9,712.9,-710.0,0.4,-15.8,18,5,0,0,1,0,1.0,36.8,45,5,1,0,5,0,-0.6,-52.6,2,182.0,0.5,,,,,,,,,,93,94,-1,187,0
2009,2009-08-02,Melbourne Demons,Richmond Tigers,MCG,0,train,1398.79,1416.26,-17.47,0.568,7,7,0,1.9,1.9,0.0,0.4,-17.6,-18,5,0,0,0,2,0.2,-17.6,5,5,0,0,1,0,0.2,0.0,13,189.1,0.615,,,,,,,,,,82,86,-4,168,0
2009,2009-08-02,Port Adelaide Power,Hawthorn Hawks,AAMI Stadium,0,train,1505.63,1532.57,-26.94,0.5546,7,8,-1,10.1,663.6,-653.5,0.4,-6.2,-70,5,0,1,0,1,0.4,-11.0,-1,5,0,0,0,1,0.0,4.8,5,177.4,1.0,,,,,,,,,,121,103,18,224,1
2009,2009-08-02,West Coast Eagles,Essendon Bombers,Domain Stadium,0,train,1425.11,1538.72,-113.61,0.4305,8,7,1,2.4,2723.7,-2721.3,0.2,-12.2,-5,5,0,0,0,4,0.4,6.2,-5,5,0,0,0,2,-0.2,-18.4,6,164.0,0.333,,,,,,,,,,95,68,27,163,1
2009,2009-08-07,Carlton Blues,Geelong Cats,MCG,0,train,1487.36,1531.98,-44.62,0.5293,7,6,1,1.9,65.7,-63.8,0.8,10.4,10,5,0,0,1,0,0.6,0.0,2,5,0,0,3,0,0.2,10.4,14,187.6,0.571,,,,,,,,,,97,62,35,159,1
2009,2009-08-08,Western Bulldogs,West Coast Eagles,Marvel Stadium,0,train,1597.63,1456.89,140.74,0.7657,7,6,1,1.4,2720.2,-2718.8,0.6,21.2,31,5,0,0,1,0,0.2,-10.8,27,5,0,0,1,0,0.4,32.0,11,178.7,0.727,,,,,,,,,,97,102,-5,199,0
2009,2009-08-08,Hawthorn Hawks,St Kilda Saints,UTAS Stadium,0,train,1516.0,1669.28,-153.29,0.3756,6,7,-1,443.2,443.2,0.0,0.4,-10.6,-18,5,0,0,0,2,1.0,25.8,1,5,0,0,5,0,-0.6,-36.4,1,137.0,1.0,,,,,,,,,,49,74,-25,123,0
2009,2009-08-08,Adelaide Crows,Collingwood Magpies,AAMI Stadium,0,train,1560.71,1620.06,-59.35,0.5081,7,7,0,10.1,663.6,-653.5,0.6,29.0,-2,5,0,0,0,1,0.8,17.0,40,5,1,0,2,0,-0.2,12.0,6,185.2,1.0,,,,,,,,,,68,89,-21,157,0
2009,2009-08-08,Essendon Bombers,Brisbane Lions,MCG,0,train,1506.94,1542.57,-35.63,0.5422,6,7,-1,1.9,1374.0,-1372.0,0.2,-13.0,-27,5,0,0,0,3,0.6,2.2,-40,5,0,1,0,1,-0.4,-15.2,15,185.7,0.6,,,,,,,,,,87,87,0,174,0
2009,2009-08-09,North Melbourne Kangaroos,Melbourne Demons,Marvel Stadium,0,train,1403.86,1394.1,9.76,0.606,9,7,2,1.4,1.4,0.0,0.0,-15.0,-10,5,0,0,0,5,0.4,-7.4,-4,5,0,0,0,3,-0.4,-7.6,12,180.4,0.667,,,,,,,,,,123,61,62,184,1
2009,2009-08-09,Richmond Tigers,Sydney Swans,MCG,0,train,1420.96,1410.44,10.52,0.607,7,8,-1,1.9,712.4,-710.5,0.4,-5.6,4,5,0,0,2,0,0.4,-12.8,-1,5,0,0,0,1,0.0,7.2,16,184.9,0.562,,,,,,,,,,68,123,-55,191,0
2009,2009-08-09,Fremantle Dockers,Port Adelaide Power,Domain Stadium,0,train,1359.04,1522.2,-163.16,0.3624,8,7,1,2.4,2133.4,-2131.0,0.2,-34.6,-31,5,0,0,0,1,0.6,4.2,18,5,0,0,1,0,-0.4,-38.8,7,163.9,0.429,,,,,,,,,,116,74,42,190,1
2009,2009-08-14,Hawthorn Hawks,Adelaide Crows,MCG,0,train,1496.59,1538.65,-42.06,0.533,6,6,0,1.9,655.5,-653.5,0.4,2.0,-25,5,0,0,0,3,0.4,21.4,-21,5,0,0,0,2,0.0,-19.4,17,185.3,0.529,,,,,,,,,,67,94,-27,161,0
2009,2009-08-15,West Coast Eagles,North Melbourne Kangaroos,Domain Stadium,0,train,1464.8,1440.5,24.3,0.6258,7,6,1,2.4,2723.7,-2721.3,0.4,-5.8,5,5,0,0,2,0,0.2,0.4,62,5,1,0,1,0,0.2,-6.2,8,167.1,0.5,,,,,,,,,,110,72,38,182,1
2009,2009-08-15,Richmond Tigers,Collingwood Magpies,MCG,0,train,1364.51,1642.11,-277.6,0.2273,6,7,-1,1.9,1.9,0.0,0.4,-13.2,-55,5,0,1,0,1,0.8,14.2,21,5,0,0,3,0,-0.4,-27.4,18,183.9,0.5,,,,,,,,,,59,152,-93,211,0
2009,2009-08-15,Brisbane Lions,Western Bulldogs,Gabba,0,train,1542.57,1589.72,-47.15,0.5257,7,7,0,2.2,1373.6,-1371.4,0.6,11.8,0,5,0,0,0,2,0.4,2.6,-5,5,0,0,0,1,0.2,9.2,3,177.0,1.0,,,,,,,,,,84,102,-18,186,0
2009,2009-08-15,Sydney Swans,Geelong Cats,Accor Stadium,0,train,1466.89,1497.93,-31.04,0.5487,6,8,-2,13.7,769.3,-755.7,0.4,-4.8,55,5,1,0,1,0,0.6,-5.8,-35,5,0,0,0,1,-0.2,1.0,1,155.0,,,,,,,,,,,87,92,-5,179,0
2009,2009-08-16,Melbourne Demons,Fremantle Dockers,MCG,0,train,1357.45,1414.38,-56.93,0.5116,7,7,0,1.9,2723.4,-2721.4,0.2,-23.8,-62,5,0,1,0,4,0.4,-23.2,42,5,1,0,1,0,-0.2,-0.6,19,185.4,0.474,,,,,,,,,,127,64,63,191,1
2009,2009-08-16,Port Adelaide Power,Carlton Blues,AAMI Stadium,0,train,1466.85,1521.41,-54.55,0.515,7,9,-2,10.1,663.6,-653.5,0.4,-13.8,-42,5,0,1,0,1,0.8,14.4,35,5,0,0,2,0,-0.4,-28.2,7,181.1,0.857,,,,,,,,,,67,121,-54,188,0
2009,2009-08-16,Essendon Bombers,St Kilda Saints,Marvel Stadium,0,train,1506.94,1688.69,-181.75,0.338,8,8,0,1.4,1.4,0.0,0.2,-6.0,0,5,0,0,0,4,1.0,29.6,25,5,0,0,5,0,-0.8,-35.6,13,180.7,0.692,,,,,,,,,,110,108,2,218,1
2009,2009-08-21,Western Bulldogs,Geelong Cats,Marvel Stadium,0,train,1609.27,1503.6,105.67,0.7276,6,6,0,1.4,63.3,-61.9,0.6,6.4,18,5,0,0,1,0,0.8,3.8,5,5,0,0,1,0,-0.2,2.6,14,183.4,0.714,,,,,,,,,,110,96,14,206,1
2009,2009-08-22,Carlton Blues,Melbourne Demons,Marvel Stadium,0,train,1569.31,1402.87,166.43,0.7912,6,6,0,1.4,1.4,0.0,0.8,21.2,54,5,1,0,3,0,0.2,-13.4,63,5,1,0,1,0,0.6,34.6,15,184.9,0.733,,,,,,,,,,153,96,57,249,1
2009,2009-08-22,Adelaide Crows,West Coast Eagles,AAMI Stadium,0,train,1568.39,1494.19,74.2,0.6902,8,7,1,10.1,2121.8,-2111.8,0.4,3.4,27,5,0,0,1,0,0.6,5.8,38,5,0,0,3,0,-0.2,-2.4,8,182.0,0.75,,,,,,,,,,122,48,74,170,1
2009,2009-08-22,Brisbane Lions,Port Adelaide Power,Gabba,0,train,1523.01,1418.96,104.06,0.7258,7,6,1,2.2,1600.6,-1598.4,0.4,-0.4,-18,5,0,0,0,3,0.4,-22.4,-54,5,0,1,0,2,0.0,22.0,4,179.2,0.75,,,,,,,,,,107,92,15,199,1
2009,2009-08-22,Richmond Tigers,Hawthorn Hawks,MCG,0,train,1343.37,1466.85,-123.48,0.4166,7,8,-1,1.9,1.9,0.0,0.4,-27.8,-93,5,0,1,0,2,0.2,-5.2,-27,5,0,0,0,4,0.2,-22.6,20,185.7,0.5,,,,,,,,,,93,135,-42,228,0
2009,2009-08-23,St Kilda Saints,North Melbourne Kangaroos,Marvel Stadium,0,train,1685.95,1411.11,274.84,0.8761,7,8,-1,1.4,1.4,0.0,0.8,25.2,-2,5,0,0,0,1,0.2,-5.4,-38,5,0,0,0,1,0.6,30.6,16,188.9,0.75,,,,,,,,,,59,64,-5,123,0
2009,2009-08-23,Collingwood Magpies,Sydney Swans,MCG,0,train,1663.24,1461.22,202.02,0.823,8,8,0,1.9,712.4,-710.5,0.8,32.6,93,5,1,0,4,0,0.4,1.2,-5,5,0,0,0,1,0.4,31.4,21,187.7,0.476,,,,,,,,,,97,56,41,153,1
2009,2009-08-23,Fremantle Dockers,Essendon Bombers,Domain Stadium,0,train,1368.96,1509.68,-140.72,0.3927,7,7,0,2.4,2723.7,-2721.3,0.4,-12.4,-63,5,0,1,0,1,0.2,-12.6,2,5,0,0,1,0,0.2,0.2,9,168.8,0.556,,,,,,,,,,141,87,54,228,1
2009,2009-08-28,West Coast Eagles,Richmond Tigers,Domain Stadium,0,train,1465.39,1307.21,158.18,0.7833,6,6,0,2.4,2723.7,-2721.3,0.6,-1.8,-74,5,0,1,0,1,0.4,-36.2,-42,5,0,1,0,3,0.2,34.4,10,174.7,0.6,,,,,,,,,,125,45,80,170,1
2009,2009-08-29,Geelong Cats,Fremantle Dockers,GMHBA Stadium,0,train,1495.72,1425.44,70.28,0.6854,8,6,2,0.8,2672.2,-2671.4,0.6,-8.2,-14,5,0,0,0,1,0.6,1.4,54,5,1,0,1,0,0.0,-9.6,3,194.0,1.0,,,,,,,,,,94,54,40,148,1
2009,2009-08-29,Hawthorn Hawks,Essendon Bombers,MCG,0,train,1503.01,1453.2,49.81,0.6595,7,6,1,1.9,1.9,0.0,0.2,-5.8,42,5,1,0,1,0,0.2,-16.8,-54,5,0,1,0,1,0.0,11.0,22,186.1,0.5,,,,,,,,,,99,116,-17,215,0
2009,2009-08-29,Carlton Blues,Adelaide Crows,Marvel Stadium,0,train,1588.72,1597.2,-8.48,0.5806,7,7,0,1.4,652.5,-651.1,0.8,20.4,57,5,1,0,4,0,0.6,29.6,74,5,1,0,2,0,0.2,-9.2,17,185.0,0.706,,,,,,,,,,104,176,-72,280,0
2009,2009-08-29,Port Adelaide Power,North Melbourne Kangaroos,AAMI Stadium,0,train,1410.45,1420.17,-9.71,0.5789,7,6,1,10.1,663.6,-653.5,0.2,-32.6,-15,5,0,0,0,3,0.4,-4.4,5,5,0,0,1,0,-0.2,-28.2,9,180.7,0.778,,,,,,,,,,67,71,-4,138,0
2009,2009-08-29,Sydney Swans,Brisbane Lions,SCG,0,train,1446.23,1531.51,-85.29,0.4708,6,7,-1,2.9,734.5,-731.6,0.4,5.2,-41,5,0,1,0,2,0.4,-0.4,15,5,0,0,1,0,0.0,5.6,3,183.7,0.333,,,,,,,,,,92,100,-8,192,0
2009,2009-08-30,Melbourne Demons,St Kilda Saints,MCG,0,train,1383.45,1676.9,-293.44,0.2116,8,7,1,1.9,1.9,0.0,0.2,-15.6,-57,5,0,1,0,1,0.6,12.8,-5,5,0,0,0,2,-0.4,-28.4,23,187.3,0.478,,,,,,,,,,67,114,-47,181,0
2009,2009-08-30,Collingwood Magpies,Western Bulldogs,Marvel Stadium,0,train,1678.24,1617.15,61.08,0.6739,7,9,-2,1.4,1.4,0.0,1.0,49.8,41,5,1,0,5,0,0.6,2.6,14,5,0,0,2,0,0.4,47.2,18,190.3,0.667,,,,,,,,,,76,100,-24,176,0
2009,2009-09-04,Adelaide Crows,Essendon Bombers,AAMI Stadium,0,train,1651.2,1476.37,174.83,0.7991,6,6,0,10.1,663.6,-653.5,0.6,30.0,72,5,1,0,3,0,0.4,-12.4,17,5,0,0,1,0,0.2,42.4,10,176.4,0.7,,,,,,,,,,166,70,96,236,1
